# Found 1672 good books out of 10806 checked
# book_id,title,author,tokens
41235,The Sunset Trail,Alfred Henry Lewis,10144
13793,En famille,Hector Malot,10143
11243,Miles Wallingford,James Fenimore Cooper,10143
33818,Pictures of German Life in the XVIIIth and XIXth Centuries; Vol. I.,Gustav Freytag,10142
10471,The World's Greatest Books — Volume 01 — Fiction,Unknown Author,10140
12422,Journal of a Residence on a Georgian Plantation: 1838-1839,Fanny Kemble,10133
2158,The Prime Minister,Anthony Trollope,10132
13813,The Common Law,Robert W. Chambers,10128
34844,Collection of Nebraska Pioneer Reminiscences,Daughters of the American Revolution. Nebraska,10126
14509,Lippincott's Magazine; October 1885,Various,10124
140,The Jungle,Upton Sinclair,10124
10678,Histoire de la Révolution française; Tome 04,Adolphe Thiers,10119
12387,Paul Faber; Surgeon,George MacDonald,10119
14992,The Life of Froude,Herbert W. Paul,10118
40136,The Mercy of the Lord,Flora Annie Webster Steel,10116
14020,The Works of Horace,Horace,10116
21549,Jacob Faithful,Frederick Marryat,10116
32409,Seeds of Pine,Emily F. Murphy,10114
2832,Myth; Ritual and Religion; Vol. 1 (of 2),Andrew Lang,10113
41344,Wisconsin in Story and Song;,Unknown Author,10112
44223,Back Home: Being the Narrative of Judge Priest and His People,Irvin S. Cobb,10111
12984,Eugene Field; a Study in Heredity and Contradictions — Volume 1,Slason Thompson,10110
10865,Play-Making: A Manual of Craftsmanship,William Archer,10104
41720,Prisons and Prayer; Or; a Labor of Love,Elizabeth Ryder Wheaton,10103
22943,The Nebuly Coat,John Meade Falkner,10102
44143,Lord Lyons: A Record of British Diplomacy; Vol. 2 of 2,Baron Thomas Wodehouse Legh Newton,10101
12115,Discoveries in Australia; Volume 1.,John Lort Stokes,10100
1994,Adventures Among Books,Andrew Lang,10100
30823,Memoirs of Life and Literature,W. H. Mallock,10099
40384,Musical Myths and Facts; Volume 2 (of 2),Carl Engel,10099
1004,Divine Comedy; Longfellow's Translation; Complete,Dante Alighieri,10098
13875,Correspondance; 1812-1876 — Tome 4,George Sand,10098
31373,Solaris Farm: A Story of the Twentieth Century,Milan C. Edson,10097
14200,Abbe Mouret's Transgression,Émile Zola,10094
41530,In Search of El Dorado: A Wanderer's Experiences,Alexander MacDonald,10092
892,History of the Decline and Fall of the Roman Empire — Volume 3,Edward Gibbon,10081
34738,The Ivory Gate; a new edition,Walter Besant,10080
44683,South London,Walter Besant,10080
11423,Histoire de la Révolution française; Tome 06,Adolphe Thiers,10075
14343,Poésies de Charles d'Orléans,d'Orléans Charles,10074
43272,American Weasels,E. Raymond Hall,10074
23761,Little Journeys to the Homes of the Great; Volume 7,Elbert Hubbard,10074
41973,Yachting; Vol. 2,R. T. Pritchett,10073
14192,Le portrait de Dorian Gray,Oscar Wilde,10069
40758,Genius in Sunshine and Shadow,Maturin M. Ballou,10066
41418,Contraband; Or; A Losing Hazard,G. J. Whyte-Melville,10066
713,Memoirs of Extraordinary Popular Delusions — Volume 2,Charles Mackay,10065
14968,The Standard Operas: Their Plots; Their Music; and Their Composers,George P. Upton,10062
12437,Histoire de St. Louis; Roi de France,Richard Girard de Bury,10060
23736,The Dew of Their Youth,S. R. Crockett,10059
2141,Strictly Business: More Stories of the Four Million,O. Henry,10059
10115,Two Centuries of Costume in America; Volume 1 (1620-1820),Alice Morse Earle,10058
43848,Un Misanthrope à la Cour de Louis XIV: Montausier; sa vie et son temps,Amédée Roux,10057
34150,Wilson's Tales of the Borders and of Scotland; Volume 13,Unknown Author,10056
1750,Laws,Plato,10054
22027,Iloisia juttuja IV,Kaapro Jääskeläinen,10051
42359,Tales and Legends of the English Lakes,Wilson Armistead,10050
30144,Discours par Maximilien Robespierre — 21 octobre 1789-1er juillet 1794,Maximilien Robespierre,10045
725,Men of Invention and Industry,Samuel Smiles,10042
41548,Life in Dixie during the War; 1861-1862-1863-1864-1865,Mary Ann Harris Gay,10038
21852,Folklore as an Historical Science,George Laurence Gomme,10031
22680,The Biglow Papers,James Russell Lowell,10029
13818,Jacques,George Sand,10026
34247,Caught in a Trap,John C. Hutcheson,10025
12487,A quoi tient l'amour?,Emile Blémont,10025
40975,Life in a Railway Factory,Alfred Williams,10024
14028,Über das Aussterben der Naturvölker,Georg Karl Cornelius Gerland,10023
20008,The Young Duke,Earl of Beaconsfield Benjamin Disraeli,10021
44857,Kertomuksia Suomen historiasta V:1,Julius Krohn,10020
42007,Sir Christopher Wren: His Family and His Times,Lucy Phillimore,10014
43452,The Master of Game: The Oldest English Book on Hunting,of Norwich Edward,10012
40474,The Life and Writings of Henry Fuseli; Volume 3 (of 3),Henry Fuseli,10012
24491,The Continental Monthly; Vol. 6; No. 6; December 1864,Various,10012
43208,Music in the History of the Western Church,Edward Dickinson,10009
